8988949.62,8377687.62,8762872.46,8803933,8935710,8377601,8737854,8756583,9168598,8377796,8847558,8885770
8600842.88,8377688.57,8956795.25,8563935.15,8415676,8377601,8762227,8439207,8970983,8377774,9010447,8786877
9074316.28,8377701.82,8652212.22,9123885.8,8633452,8377545,8492958,8583898,9293900,8377799,9023567,9382300
9410959.8,8377700.05,8527709.23,8739505.09,9224004,8377585,8492784,8474155,9576872,8377773,8840155,9342096
8617579.65,8377619.6,8706852.35,9078738.3,8407083,8377184,8525915,8528355,9472481,8377748,8813917,9337448
8984897.81,8377741.3,8775551.26,8976762.69,8548244,8377631,8645544,8708750,9145530,8378102,8923099,9186836
9054915.43,8377706.06,8599293.08,8984137.86,8492527,8377439,8491055,8560216,9579514,8377869,8973825,9174021
0,0,0,0,0,0,0,0,0,0,0,0
